machine_type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,failure
L,299.35,309.88,1243.0,39.48,212.5,1
H,298.21,310.39,1339.0,38.7,229.0,1
M,297.38,306.8,1697.0,35.61,98.2,0
H,298.71,309.62,1661.0,28.61,194.1,0
L,296.08,305.3,1653.0,49.21,244.1,1
M,297.71,308.56,1634.0,43.78,218.9,1
L,297.23,306.82,1295.0,42.02,140.8,0
L,297.8,306.97,1761.0,30.43,167.6,1
L,297.85,307.15,1814.0,38.85,245.6,1
L,296.68,308.9,1584.0,35.43,124.0,0
L,297.92,307.23,1745.0,33.46,236.0,0
L,295.95,307.51,1516.0,35.43,120.1,0
M,295.63,306.71,1526.0,59.7,139.8,0
H,297.09,306.54,1554.0,52.27,51.1,0
M,294.91,303.69,1231.0,42.63,173.8,1
L,300.53,311.73,1090.0,47.93,91.5,1
H,298.8,307.7,1431.0,42.67,40.3,0
H,294.64,303.69,1576.0,33.35,146.4,0
L,295.52,306.45,1609.0,45.45,234.9,1
L,293.58,302.71,1548.0,36.83,151.2,0
L,298.21,309.74,1324.0,53.32,82.3,0
L,302.12,313.91,1578.0,44.95,16.9,1
H,296.03,308.04,1779.0,62.4,47.0,1
H,301.6,311.43,1612.0,30.66,89.7,0
L,293.56,301.4,1576.0,32.21,19.0,0
L,299.5,310.22,1513.0,38.04,216.8,0
L,297.52,307.84,1435.0,27.13,137.4,1
L,296.66,306.51,1624.0,27.8,125.4,0
M,299.11,308.2,1536.0,34.6,179.6,1
L,298.57,308.28,1701.0,19.44,19.0,0
L,297.19,306.74,1524.0,43.45,200.6,1
L,295.72,304.33,1732.0,36.09,90.5,0
H,294.81,305.42,1555.0,28.75,70.4,0
L,298.55,308.43,1404.0,45.52,87.2,0
H,298.26,307.18,1309.0,42.33,183.9,0
H,299.24,309.8,1700.0,28.37,112.1,0
M,299.3,309.52,1486.0,34.11,80.5,0
L,295.92,306.79,1366.0,21.37,133.2,0
M,299.2,308.78,1503.0,36.52,155.8,0
M,299.99,311.36,1487.0,24.27,80.0,0
L,299.2,309.36,1762.0,29.47,35.1,1
L,297.51,306.78,1597.0,49.95,140.6,0
L,299.92,309.81,1629.0,37.92,86.4,0
L,299.75,309.61,1609.0,28.33,135.9,0
L,295.81,306.21,1560.0,31.54,98.8,0
H,297.62,307.33,1375.0,44.8,5.5,1
L,301.13,310.92,1866.0,36.25,67.3,0
M,298.78,309.83,1654.0,27.91,112.3,0
M,297.13,307.36,1614.0,55.91,217.5,0
M,297.41,305.41,1741.0,46.68,200.5,0
M,297.29,306.88,1501.0,29.1,146.7,0
L,300.92,310.8,1552.0,56.39,25.6,0
M,302.67,312.97,1457.0,33.71,198.0,0
M,298.76,308.55,1165.0,35.99,66.3,0
H,299.83,309.76,1418.0,40.72,32.6,0
L,296.46,306.18,1411.0,36.34,102.6,0
M,295.76,305.28,1468.0,46.03,125.0,1
H,300.09,309.11,1341.0,39.78,243.3,1
L,299.89,310.45,1543.0,54.02,154.4,0
M,299.53,309.6,1459.0,38.21,180.3,0
L,299.23,308.17,1340.0,39.7,178.7,0
L,299.08,309.86,1791.0,26.58,90.7,0
M,296.72,306.18,1580.0,39.09,50.6,0
H,298.27,310.63,1320.0,53.55,176.7,0
L,300.27,309.58,1534.0,31.49,141.5,0
M,298.89,307.72,1490.0,16.51,131.1,0
H,298.63,308.01,1432.0,32.44,181.7,0
M,296.9,308.1,1572.0,51.41,130.0,0
H,299.35,309.58,1642.0,34.58,36.6,0
H,295.24,304.89,1604.0,32.49,22.3,0
M,299.33,308.81,1651.0,45.85,244.5,1
L,299.51,310.28,1487.0,43.58,6.9,0
L,295.02,304.39,1510.0,53.41,16.2,1
L,299.33,308.02,1765.0,44.84,192.8,1
L,297.47,307.98,1468.0,46.22,130.1,0
L,300.99,310.17,1417.0,31.25,4.1,1
L,301.75,311.56,1480.0,32.02,158.5,1
M,297.11,308.08,1460.0,45.86,137.7,0
L,297.86,308.87,1456.0,44.58,48.6,1
M,295.29,304.88,1488.0,38.25,64.0,0
L,297.66,309.17,1410.0,40.28,195.5,0
L,297.49,305.25,1573.0,43.71,245.6,1
M,298.29,310.23,1763.0,48.37,143.5,1
L,298.35,310.0,1526.0,52.0,225.5,1
H,300.35,310.33,1627.0,56.42,100.7,0
M,295.8,304.4,1289.0,42.38,25.3,0
H,296.24,304.91,1460.0,46.49,53.4,1
M,296.14,305.86,1560.0,30.2,118.0,0
M,298.91,307.86,1370.0,30.44,153.8,0
L,294.89,305.55,1464.0,53.5,206.7,1
L,295.46,306.25,1220.0,50.48,164.8,1
H,298.96,308.48,1365.0,58.52,21.3,0
H,300.95,311.64,1454.0,50.75,56.4,0
H,298.95,308.9,1303.0,65.33,101.4,1
L,301.79,311.83,1723.0,35.19,72.4,1
M,299.38,310.03,1595.0,25.84,175.0,0
L,297.83,308.03,1835.0,33.67,240.6,1
M,298.0,306.9,1607.0,40.54,104.1,0
L,296.24,305.76,1714.0,28.68,147.0,0
M,297.91,310.65,1824.0,56.54,224.0,1
L,297.98,307.3,1314.0,37.31,95.3,0
L,297.9,309.42,1599.0,43.73,109.6,0
M,299.78,309.92,1466.0,35.87,22.5,0
H,295.7,306.85,1479.0,39.03,37.9,0
L,301.42,311.27,1605.0,36.26,192.0,0
L,297.11,306.86,1640.0,55.45,0.5,0
L,298.67,307.58,1580.0,37.49,3.4,0
L,301.12,311.49,1618.0,50.87,161.0,1
M,297.47,308.13,1387.0,37.58,143.6,0
M,296.45,306.38,1594.0,32.38,180.5,0
L,297.31,306.89,1552.0,55.3,43.8,1
L,296.42,306.71,1399.0,44.37,1.0,0
M,295.86,306.75,1367.0,43.69,104.9,1
M,296.12,305.97,1454.0,44.05,177.1,0
L,296.92,307.76,1493.0,53.65,125.1,0
L,295.33,303.98,1818.0,40.23,35.9,1
H,299.01,310.66,1290.0,55.1,20.2,1
L,296.09,306.57,1625.0,31.0,73.3,0
L,296.71,305.72,1484.0,45.99,103.3,0
L,299.1,308.36,1492.0,57.48,219.2,1
L,299.72,309.28,1546.0,34.15,27.3,0
L,296.44,305.61,1709.0,43.37,217.8,0
L,297.87,306.54,1554.0,25.52,133.8,0
L,295.9,305.22,1366.0,50.13,150.5,0
L,298.03,306.94,1523.0,29.9,41.6,0
L,297.89,308.99,1601.0,51.45,246.2,1
H,298.76,307.37,1383.0,34.48,13.8,1
L,296.34,306.03,1236.0,56.25,138.3,1
L,298.4,310.74,1655.0,50.3,96.2,0
H,300.9,311.92,1748.0,52.25,54.3,0
L,297.4,307.96,1530.0,40.0,66.1,1
H,297.9,307.95,1474.0,35.94,135.7,0
L,297.87,306.75,1519.0,31.37,40.1,0
L,295.89,306.47,1408.0,33.73,17.1,0
L,296.28,307.04,1569.0,36.43,128.3,0
L,294.84,303.01,1469.0,50.4,160.2,0
L,296.46,306.81,1325.0,38.13,194.0,0
L,294.88,305.42,1672.0,50.87,77.8,0
L,299.57,309.98,1777.0,37.78,117.3,0
M,299.58,308.85,1723.0,37.5,1.3,0
L,299.95,311.38,1547.0,32.42,128.2,0
L,298.44,306.89,1219.0,56.07,159.2,1
M,296.27,305.29,1649.0,44.85,194.6,0
M,299.26,308.17,1775.0,43.08,218.9,1
L,296.9,307.36,1480.0,29.65,202.2,1
L,299.51,309.86,1467.0,41.02,164.4,0
L,296.59,305.43,1592.0,35.19,202.0,0
L,297.42,306.46,1495.0,34.63,186.1,1
L,299.38,311.28,1523.0,47.5,126.9,0
H,298.98,309.2,1282.0,46.48,211.0,1
M,298.04,307.97,1549.0,34.77,1.7,0
L,295.27,306.94,1747.0,41.6,67.0,0
L,297.08,306.51,1342.0,53.81,33.9,0
H,298.11,307.29,1513.0,41.39,191.1,1
L,302.9,311.9,1507.0,20.48,109.3,0
H,294.96,305.17,1370.0,49.19,67.4,1
L,297.6,307.92,1524.0,36.67,18.9,1
M,295.77,305.32,1529.0,40.32,190.8,0
L,297.53,308.98,1563.0,52.94,185.5,0
L,293.57,304.51,1727.0,28.44,83.9,0
L,298.69,308.14,1646.0,39.95,57.1,1
H,301.34,312.89,1546.0,45.32,154.4,0
L,296.88,309.22,1641.0,23.89,7.0,0
M,301.06,310.88,1348.0,39.94,32.0,0
H,298.36,306.2,1493.0,49.59,56.7,0
L,299.39,308.88,1472.0,45.85,137.9,0
M,300.43,308.99,1503.0,46.49,109.7,0
L,300.48,309.86,1616.0,32.73,128.4,0
L,298.81,308.83,1734.0,55.03,57.6,1
M,295.01,304.64,1395.0,67.48,61.2,1
H,299.81,310.35,1653.0,42.99,22.8,1
M,297.99,307.87,1497.0,38.71,226.9,1
H,299.2,308.53,1113.0,48.63,40.8,1
L,295.09,305.58,1369.0,47.27,181.8,0
M,295.58,306.36,1624.0,49.85,97.3,0
M,296.08,304.01,1341.0,47.07,211.1,0
L,297.61,307.38,1366.0,44.85,224.0,1
L,298.85,308.82,1238.0,28.75,142.2,0
M,298.05,308.58,1432.0,36.97,49.5,0
M,295.96,305.74,1687.0,22.19,247.1,1
L,299.55,309.96,1456.0,57.56,236.5,1
M,296.22,305.97,1631.0,44.5,67.7,1
L,298.98,310.23,1664.0,49.21,239.9,1
H,299.49,310.59,1591.0,54.82,35.8,0
M,299.41,310.0,1632.0,39.28,3.2,0
M,297.86,307.93,1451.0,44.84,53.1,0
L,299.16,309.38,1497.0,42.95,218.6,1
H,298.24,309.18,1343.0,39.51,31.1,0
L,296.69,307.29,1337.0,34.45,219.6,1
M,300.01,309.39,1595.0,43.11,36.4,0
M,297.94,309.49,1509.0,35.63,188.4,0
L,295.33,305.2,1578.0,29.66,193.7,1
L,297.72,307.51,1550.0,50.93,213.0,0
L,297.02,306.26,1677.0,23.77,83.5,0
L,296.99,308.38,1313.0,49.33,62.5,0
L,295.58,305.12,1581.0,20.96,246.2,1
M,299.75,311.16,1660.0,32.22,81.7,0
M,299.66,310.27,1475.0,37.52,25.0,0
L,296.49,305.03,1465.0,45.47,66.7,0
H,298.98,308.7,1594.0,36.2,210.4,1
M,296.98,306.99,1318.0,49.26,53.8,1
L,298.16,308.79,1360.0,38.44,242.7,1
L,301.08,311.36,1529.0,37.75,180.4,0
L,296.62,306.95,1588.0,32.86,133.0,0
L,298.04,310.44,1391.0,31.29,144.8,1
L,295.45,304.52,1453.0,39.16,21.8,0
H,296.9,309.12,1421.0,45.41,231.2,1
M,299.45,309.53,1568.0,40.2,225.5,0
M,298.73,310.24,1396.0,26.02,60.8,0
L,297.17,307.16,1587.0,25.46,127.2,0
M,298.61,307.54,1547.0,49.96,1.5,0
L,303.25,312.04,1806.0,58.41,177.0,1
L,296.48,305.44,1554.0,18.04,131.3,0
L,298.98,308.95,1813.0,45.8,212.2,1
L,298.3,306.64,1322.0,45.18,224.4,1
M,297.08,306.3,1542.0,28.74,234.6,1
M,294.79,303.65,1608.0,38.7,32.3,0
H,294.59,304.31,1589.0,40.57,108.8,1
L,300.87,310.03,1467.0,52.6,34.8,0
L,297.99,307.12,1678.0,48.9,149.2,0
M,296.5,305.55,1621.0,36.22,248.4,1
M,292.83,305.12,1375.0,33.77,55.9,0
M,299.19,307.71,1181.0,52.37,85.9,1
M,299.42,309.15,1582.0,38.72,112.8,0
L,298.95,310.06,1532.0,36.92,105.2,0
L,294.21,303.84,1279.0,53.15,199.7,1
M,296.78,305.04,1390.0,47.14,66.1,0
L,299.15,307.92,1521.0,41.82,97.6,0
L,298.97,307.96,1403.0,45.17,65.1,1
L,294.91,303.05,1313.0,28.2,89.3,0
H,300.11,307.99,1544.0,47.26,78.3,0
M,300.98,311.22,1618.0,34.77,149.9,0
M,295.52,305.93,1427.0,39.08,114.1,0
L,299.78,310.1,1584.0,26.81,173.8,0
L,297.95,307.18,1417.0,34.12,22.7,0
L,298.24,306.92,1603.0,41.59,83.3,0
L,301.3,311.26,1339.0,47.29,227.0,0
L,298.19,308.19,1724.0,45.6,97.0,0
M,301.54,310.7,1640.0,49.98,222.7,0
L,296.69,305.33,1351.0,38.02,179.2,0
L,301.24,312.36,1572.0,43.78,226.5,0
L,300.45,311.15,1496.0,21.51,114.8,1
H,297.1,306.26,1633.0,45.47,31.4,0
M,295.14,304.4,1420.0,53.35,81.0,0
H,297.99,308.29,1324.0,46.26,70.7,0
M,296.48,304.97,1396.0,45.68,141.7,1
M,297.39,309.67,1341.0,18.95,82.6,1
L,295.43,304.47,1421.0,48.39,146.8,0
L,294.66,305.12,1823.0,51.66,16.4,0
M,297.78,307.53,1434.0,39.84,180.2,0
H,298.69,310.6,1249.0,29.92,191.6,1
H,298.56,307.92,1597.0,41.04,119.2,0
H,296.79,306.92,1443.0,46.54,226.5,0
M,297.47,308.78,1565.0,52.58,169.2,1
L,299.58,308.3,1599.0,37.49,167.1,0
M,297.94,308.01,1400.0,35.96,102.1,0
L,301.59,311.61,1328.0,33.31,39.7,0
M,300.94,310.79,1683.0,51.56,50.1,0
M,296.34,305.69,1414.0,33.87,48.0,0
H,295.56,304.64,1471.0,38.38,7.5,1
L,300.31,311.32,1169.0,25.02,227.2,1
L,298.66,309.52,1563.0,45.97,109.9,0
L,298.53,309.33,1607.0,19.78,156.3,1
H,297.53,307.95,1437.0,40.23,137.7,0
H,299.17,307.78,1433.0,34.64,63.8,0
H,297.55,308.36,1447.0,68.68,47.7,0
L,298.28,310.12,1459.0,33.87,24.4,0
M,299.12,309.69,1697.0,58.17,16.7,0
M,299.26,308.01,1834.0,34.37,214.8,1
H,298.07,306.72,1681.0,36.65,191.6,0
L,294.82,304.55,1666.0,46.57,89.7,0
M,298.76,308.05,1786.0,26.33,24.3,1
H,297.01,306.75,1716.0,35.74,208.5,0
M,297.05,306.72,1514.0,28.54,132.3,0
H,302.1,312.73,1233.0,60.33,174.5,1
L,296.24,306.75,1713.0,32.01,224.9,0
L,298.47,307.65,1592.0,26.0,73.0,0
M,297.45,307.82,1467.0,43.69,67.4,0
M,296.56,305.84,1547.0,53.67,8.2,1
M,297.6,306.41,1347.0,40.35,80.2,0
M,296.54,308.56,1595.0,45.35,32.0,1
L,299.96,310.15,1480.0,20.25,195.9,0
L,297.51,308.33,1258.0,32.62,174.0,1
M,300.9,311.03,1566.0,55.37,97.0,0
L,296.61,305.98,1516.0,35.89,121.4,1
M,299.8,309.29,1390.0,46.32,215.2,0
L,300.8,313.6,1230.0,36.94,213.2,1
L,295.91,305.41,1325.0,34.7,136.8,1
L,297.26,308.98,1641.0,33.09,184.4,0
H,297.57,308.15,1698.0,40.75,186.3,0
L,296.36,306.2,1756.0,38.56,186.1,0
M,299.24,309.64,1589.0,49.42,193.9,1
M,295.92,305.96,1574.0,21.55,71.0,0
M,300.65,310.13,1586.0,44.57,35.9,0
M,297.41,306.55,1710.0,34.63,103.0,0
H,296.54,307.61,1791.0,45.29,129.2,0
H,297.04,306.32,1446.0,33.18,120.7,0
L,298.29,308.16,1304.0,48.27,129.8,0
M,296.99,306.52,1612.0,57.78,66.8,0
M,296.57,303.79,1455.0,52.67,219.2,1
M,298.09,308.56,1359.0,33.3,205.8,1
L,296.51,307.02,1447.0,41.78,13.5,0
L,296.71,305.19,1542.0,40.45,210.1,1
L,297.21,307.69,1436.0,36.15,123.7,0
M,299.29,309.81,1218.0,36.25,246.2,1
L,295.9,308.29,1352.0,47.45,244.8,1
H,297.8,307.17,1571.0,37.77,202.4,1
H,299.47,309.4,1555.0,37.6,53.8,0
H,299.42,312.06,1514.0,32.22,238.9,0
L,297.84,308.34,1306.0,46.03,39.8,0
M,301.24,311.87,1522.0,50.68,152.3,0
L,296.56,306.06,1211.0,25.49,124.6,0
M,296.74,305.77,1536.0,41.43,231.1,1
L,300.63,310.89,1153.0,44.56,27.5,1
M,298.21,307.14,1538.0,43.48,213.0,1
H,297.64,308.14,1381.0,40.6,61.1,0
H,296.93,305.82,1615.0,60.6,77.5,0
L,297.44,307.67,1442.0,12.06,146.1,0
H,299.55,308.47,1185.0,32.94,3.1,1
L,298.13,306.17,1622.0,25.64,31.7,0
M,296.03,307.4,1358.0,29.65,222.1,1
L,301.45,313.36,1710.0,58.13,153.0,1
H,300.62,308.19,1318.0,41.17,79.0,0
L,296.33,306.53,1452.0,60.05,84.5,1
M,298.27,309.22,1191.0,26.24,216.4,1
L,298.18,307.55,1537.0,46.56,126.5,0
M,295.92,306.22,1747.0,37.91,188.1,0
L,299.06,307.42,1666.0,44.95,82.2,0
H,295.41,305.41,1574.0,42.37,227.0,0
M,298.98,309.04,1659.0,37.73,172.3,0
H,296.55,307.65,1666.0,42.59,200.7,0
H,298.94,307.24,1523.0,29.24,173.8,0
M,298.21,306.9,1499.0,39.66,85.8,1
L,294.92,304.45,1545.0,54.48,172.4,0
H,295.69,307.54,1522.0,40.38,27.4,0
L,300.91,311.8,1836.0,30.3,231.9,0
H,297.0,308.53,1462.0,54.01,56.7,0
H,294.09,304.52,1335.0,44.43,183.3,0
M,298.5,309.22,1730.0,20.83,206.2,1
L,298.55,310.77,1296.0,55.54,163.0,0
L,300.48,309.07,1438.0,50.45,243.6,0
M,299.36,308.84,1560.0,33.07,121.2,0
L,300.14,311.42,1890.0,47.46,244.1,1
H,302.24,312.2,1514.0,23.73,223.8,0
M,297.44,307.22,1484.0,54.64,26.5,0
L,296.57,305.8,1130.0,37.59,146.9,1
L,300.08,310.1,1372.0,28.25,145.3,0
M,300.05,310.35,1250.0,26.96,238.7,1
M,301.28,311.56,1366.0,29.52,216.9,0
L,300.41,309.98,1347.0,42.53,228.2,1
H,297.09,307.02,1253.0,43.72,103.5,0
M,295.95,306.07,1291.0,51.98,119.6,0
L,300.5,309.07,1729.0,32.72,213.6,1
M,296.56,305.89,1488.0,36.27,137.1,0
L,296.87,307.78,1612.0,32.29,134.3,0
H,296.5,307.38,1376.0,35.53,182.4,0
M,296.95,306.06,1496.0,53.12,114.8,0
L,300.23,310.37,1529.0,24.79,147.2,0
M,297.18,307.81,1532.0,36.42,160.9,0
L,299.32,310.14,1505.0,55.59,49.1,1
H,295.43,304.45,1252.0,39.85,145.5,1
L,297.79,307.92,1537.0,42.8,197.5,0
M,299.79,310.78,1569.0,45.84,242.6,0
M,301.68,310.07,1752.0,40.02,45.2,1
L,297.91,307.32,1368.0,39.56,60.9,0
L,301.68,310.6,1641.0,36.52,178.0,0
L,298.13,308.93,1490.0,20.88,84.4,0
H,299.05,309.56,1643.0,47.57,194.4,1
H,296.27,305.85,1599.0,38.23,88.4,0
M,300.8,312.46,1579.0,47.77,57.2,0
M,294.84,306.68,1397.0,24.72,194.7,0
L,294.02,304.36,1610.0,18.76,115.3,0
L,296.82,307.3,1609.0,46.28,198.9,0
M,301.19,309.99,1542.0,38.23,43.7,0
H,297.18,307.12,1424.0,49.69,11.8,0
L,299.33,310.19,1456.0,41.42,5.7,0
M,301.44,311.83,1475.0,36.35,203.1,1
L,297.22,307.22,1460.0,45.36,136.0,1
H,296.94,304.94,1517.0,35.48,25.4,0
L,297.6,307.95,1372.0,31.0,98.1,0
M,297.16,306.83,1435.0,51.13,118.1,0
H,295.63,304.59,1342.0,30.37,103.5,1
H,298.86,309.44,1321.0,45.76,117.4,0
H,298.98,307.44,1475.0,32.56,59.7,0
H,297.25,307.15,1537.0,36.03,42.1,0
M,298.59,308.34,1700.0,31.24,172.8,0
L,296.34,305.43,1433.0,51.98,144.3,0
L,296.09,306.73,1526.0,72.46,116.7,1
L,296.88,306.06,1578.0,39.3,79.1,0
L,298.8,308.35,1540.0,53.23,38.8,0
M,297.69,309.11,1522.0,34.87,182.7,0
M,297.78,306.26,1481.0,32.18,237.0,1
H,298.21,308.37,1127.0,62.87,123.3,1
L,294.95,303.78,1640.0,60.05,11.3,0
L,294.84,304.44,1358.0,34.68,35.2,0
H,300.26,310.27,1260.0,31.55,90.4,1
M,298.75,308.68,1533.0,37.31,184.0,0
H,297.09,306.58,1259.0,30.04,65.9,0
H,299.63,311.02,1543.0,43.77,89.7,0
L,298.26,309.42,1339.0,44.29,52.9,0
L,301.11,310.83,1745.0,24.35,60.1,0
L,296.84,307.48,1291.0,33.78,53.9,1
L,298.94,309.27,1252.0,40.49,44.8,0
H,299.32,306.67,1309.0,49.53,235.4,1
M,298.0,308.72,1185.0,48.84,54.3,1
L,295.67,305.86,1547.0,43.5,156.5,0
M,297.43,306.75,1600.0,29.63,85.5,1
L,300.95,309.55,1511.0,66.23,237.0,0
M,298.44,307.98,1757.0,37.52,231.8,1
M,300.57,312.21,1446.0,52.0,26.8,0
H,296.42,307.09,1800.0,39.47,29.1,0
M,294.49,304.08,1545.0,29.32,174.7,0
L,300.66,310.77,1644.0,21.96,181.4,0
L,297.85,309.0,1554.0,42.47,177.8,1
L,298.69,307.86,1392.0,45.56,187.8,0
M,300.12,310.97,1634.0,39.14,197.9,0
L,301.11,311.72,1498.0,20.56,24.6,0
M,301.42,312.41,1458.0,47.1,176.7,0
L,296.21,305.44,1608.0,43.74,144.6,0
H,300.11,309.66,1657.0,23.93,227.5,0
L,300.98,312.42,1712.0,29.62,147.4,0
H,294.18,303.11,1568.0,46.62,201.9,0
M,296.08,306.94,1283.0,36.15,94.7,1
M,298.37,308.86,1715.0,39.24,108.3,0
L,300.51,310.42,1542.0,51.22,115.8,0
M,299.14,308.37,1673.0,45.18,85.0,0
L,296.86,305.43,1531.0,37.75,229.9,0
L,293.97,304.68,1573.0,40.0,97.0,0
M,295.15,305.91,1631.0,28.19,145.7,0
H,300.56,310.83,1388.0,38.29,134.3,0
L,300.43,310.81,1456.0,49.55,207.9,1
M,297.25,308.55,1591.0,32.15,111.1,1
L,300.57,309.38,1663.0,44.8,144.8,1
H,297.7,307.44,1434.0,51.45,97.9,1
H,299.15,309.17,1574.0,57.84,73.2,1
L,294.08,304.24,1256.0,34.59,87.3,1
L,302.22,312.09,1296.0,38.52,171.3,0
M,297.02,306.66,1390.0,38.23,56.8,0
H,298.23,309.5,1556.0,33.73,137.8,1
L,296.07,306.84,1566.0,20.19,11.8,1
L,299.02,310.36,1337.0,38.63,49.0,0
L,297.36,307.48,1201.0,46.35,159.6,0
H,297.42,307.99,1526.0,45.33,219.5,1
L,301.11,309.66,1520.0,38.37,244.9,0
H,295.19,305.89,1824.0,36.18,112.3,0
L,294.79,306.01,1238.0,43.24,216.2,1
M,297.49,308.22,1589.0,45.26,108.5,0
H,297.72,308.1,1467.0,25.33,1.5,0
M,300.46,310.45,1464.0,41.64,170.8,0
L,295.72,305.28,1406.0,25.93,139.6,0
L,299.38,308.18,1274.0,27.67,58.1,0
M,296.8,306.24,1428.0,30.63,100.7,0
H,296.04,306.06,1599.0,62.74,247.7,1
L,296.67,306.28,1643.0,49.49,164.7,0
H,293.97,303.88,1510.0,54.41,12.2,0
L,300.63,308.82,1345.0,36.07,219.3,0
M,293.45,302.75,1527.0,28.36,194.6,0
M,294.26,303.74,1647.0,47.4,90.3,0
L,294.94,304.78,1534.0,50.53,97.8,1
H,298.46,310.39,1743.0,48.47,9.9,0
M,300.86,312.83,1335.0,47.0,62.9,0
L,297.5,308.0,1259.0,27.2,130.6,1
H,300.71,308.16,1405.0,37.31,199.8,0
M,299.89,309.92,1467.0,54.19,82.6,0
M,297.59,306.08,1403.0,47.49,211.9,1
M,297.97,308.08,1636.0,48.07,27.4,0
M,297.12,307.4,1431.0,48.88,87.8,0
L,298.61,307.43,1537.0,35.28,185.4,0
L,298.05,308.43,1304.0,44.82,117.9,0
L,299.05,308.08,1354.0,47.31,37.6,0
M,295.35,305.19,1474.0,51.71,173.1,0
L,298.17,310.73,1339.0,38.64,134.0,1
L,298.07,308.28,1344.0,41.26,192.5,0
M,296.37,306.11,1549.0,54.95,208.2,0
L,298.15,308.56,1433.0,33.47,163.0,0
L,296.36,306.33,1317.0,33.86,199.9,1
H,299.87,309.42,1583.0,39.21,143.4,0
L,295.51,304.69,1359.0,40.33,28.7,0
L,299.44,309.16,1543.0,35.45,86.3,0
H,297.94,307.52,1338.0,52.56,200.2,0
L,299.54,309.6,1660.0,44.95,51.2,1
L,299.2,309.93,1722.0,39.08,3.0,1
L,296.03,305.73,1560.0,46.23,16.8,0
L,302.65,312.49,1367.0,37.13,25.2,0
M,300.42,309.57,1647.0,45.27,214.8,0
L,298.28,308.87,1536.0,23.06,244.3,1
L,300.92,310.08,1770.0,20.06,201.4,1
L,298.05,306.95,1396.0,36.8,120.3,0
L,297.63,309.21,1503.0,33.73,10.5,0
M,296.31,304.39,1517.0,45.58,209.5,0
L,299.7,308.45,1666.0,48.76,25.2,0
M,300.97,312.34,1496.0,41.03,55.9,0
M,300.11,308.53,1621.0,50.42,119.4,1
L,300.09,309.13,1523.0,53.67,6.7,0
L,298.23,308.82,1462.0,51.43,148.2,1
M,296.53,306.5,1336.0,55.26,241.5,1
L,298.82,307.78,1475.0,42.93,119.9,0
M,298.95,308.26,1368.0,33.41,57.3,0
H,300.94,312.4,1461.0,37.73,236.1,1
L,297.81,307.31,1624.0,36.9,185.0,0
M,298.14,306.82,1430.0,45.07,66.9,0
L,297.46,307.13,1671.0,38.23,203.8,1
H,302.11,314.59,1486.0,60.16,113.7,0
M,301.97,312.12,1599.0,34.11,31.9,0
H,299.16,308.35,1417.0,51.79,26.3,0
M,300.76,310.26,1146.0,34.28,224.8,1
L,298.34,309.11,1197.0,53.59,157.4,1
H,299.51,309.81,1346.0,46.42,68.4,0
H,295.72,305.75,1485.0,57.49,27.2,0
H,298.17,306.48,1402.0,23.52,42.2,0
L,298.22,309.85,1383.0,46.67,87.2,0
M,299.33,309.0,1470.0,27.19,245.9,1
M,298.22,309.2,1725.0,43.43,88.4,0
L,295.14,305.89,1379.0,47.56,109.0,0
L,300.05,311.05,1472.0,30.27,182.6,0
L,299.22,309.05,1349.0,30.96,15.2,0
M,300.95,309.62,1642.0,29.54,130.8,0
M,294.35,303.42,1361.0,31.09,69.2,0
M,297.39,306.87,1709.0,39.93,202.0,1
L,297.69,306.77,1736.0,38.07,226.8,1
L,295.54,305.34,1503.0,40.98,219.2,0
H,297.61,308.65,1449.0,23.84,105.0,1
L,295.83,306.05,1716.0,43.8,148.7,0
L,294.53,303.24,1495.0,43.39,20.7,0
L,301.23,309.38,1453.0,35.35,248.0,1
L,298.65,309.5,1146.0,39.32,221.8,1
L,297.95,309.69,1560.0,58.73,140.8,1
M,298.77,307.91,1574.0,48.29,24.5,0
H,297.12,308.18,1459.0,28.55,112.5,0
L,299.1,307.15,1467.0,33.49,186.3,0
M,299.8,310.5,1519.0,30.54,96.0,1
M,299.06,310.37,1560.0,25.79,205.2,1
L,295.25,305.48,1387.0,49.54,124.1,0
L,298.82,310.09,1629.0,46.71,222.1,0
L,301.37,308.9,1619.0,31.2,133.4,0
H,298.75,309.53,1246.0,27.67,24.6,1
L,300.66,310.76,1376.0,35.11,20.3,0
L,301.4,312.23,1828.0,42.77,185.0,1
H,298.28,309.52,1467.0,33.79,7.8,1
H,296.82,305.74,1582.0,38.67,50.9,0
L,298.04,307.52,1451.0,58.19,109.1,1
L,300.11,311.14,1690.0,39.06,132.3,1
L,295.43,304.79,1451.0,26.4,135.7,0
M,295.63,304.7,1403.0,53.48,9.4,1
L,302.62,311.74,1251.0,38.29,77.6,0
H,297.21,307.59,1625.0,33.63,157.9,0
M,298.68,307.51,1401.0,24.8,32.0,0
M,298.52,306.73,1635.0,62.46,160.9,1
H,298.91,310.2,1266.0,39.15,237.4,1
L,295.41,305.41,1604.0,43.85,113.4,0
L,297.46,307.57,1533.0,42.09,195.6,0
M,296.09,306.49,1390.0,27.39,145.0,0
L,300.18,309.37,1545.0,54.1,109.2,0
L,298.52,309.05,1293.0,30.31,222.7,1
H,299.3,310.57,1784.0,44.59,71.9,0
M,295.62,306.68,1297.0,60.59,235.2,1
L,296.68,306.02,1519.0,52.57,85.8,0
L,295.38,304.17,1380.0,34.73,51.1,1
