inspection_id,asset_id,inspection_date,inspector,result,health_score,duration_min,cost_inr
I002977,A0122,2022-04-19,E. Rao,pass,89.1,41,6782
I002978,A0122,2022-04-26,M. Iyer,repair,86.9,36,2353
I002979,A0122,2022-05-13,P. Singh,repair,79.3,33,5183
I002980,A0122,2022-05-31,M. Iyer,pass,92.4,32,2118
I002981,A0122,2022-08-28,L. Dsouza,pass,89.2,29,13565
I002982,A0122,2022-08-29,E. Rao,pass,78.4,61,3805
I002983,A0122,2022-11-20,M. Iyer,pass,92.5,28,1685
I002984,A0122,2022-11-22,E. Rao,pass,73.4,60,2351
I002985,A0122,2023-01-18,E. Rao,pass,100.0,61,200
I002986,A0122,2023-02-05,E. Rao,pass,83.0,53,6459
I002987,A0122,2023-04-20,E. Rao,fail,55.6,33,14018
I002988,A0122,2023-05-20,L. Dsouza,pass,82.3,48,5315
I002989,A0122,2023-06-29,P. Singh,pass,93.5,48,3183
I002990,A0122,2023-07-13,P. Singh,pass,82.5,48,4780
I002991,A0122,2023-07-17,M. Iyer,pass,86.2,50,8254
I002992,A0122,2023-09-01,S. Khan,pass,96.5,47,786
I002993,A0122,2023-09-12,M. Iyer,repair,94.2,50,1913
I002994,A0122,2023-10-03,L. Dsouza,pass,97.9,15,1675
I002995,A0122,2023-10-22,M. Iyer,repair,80.6,39,4087
I002996,A0122,2024-01-10,S. Khan,repair,76.7,60,6456
I002997,A0122,2024-01-16,S. Khan,fail,61.4,33,5063
I002998,A0122,2024-01-20,M. Iyer,pass,85.7,38,4047
I002999,A0122,2024-02-06,E. Rao,pass,85.5,35,5850
I003000,A0123,2022-03-23,L. Dsouza,pass,93.7,43,2750
I003001,A0123,2022-08-24,L. Dsouza,repair,79.2,63,1419
I003002,A0123,2023-01-28,M. Iyer,pass,93.9,48,740
I003003,A0123,2023-03-02,L. Dsouza,pass,71.4,38,11162
I003004,A0123,2023-03-30,E. Rao,pass,89.0,56,2873
I003005,A0123,2023-09-30,E. Rao,pass,71.9,59,2807
I003006,A0123,2023-12-19,E. Rao,pass,78.7,39,3600
I003007,A0123,2024-01-14,P. Singh,repair,81.6,30,2957
I003008,A0123,2024-01-27,E. Rao,pass,94.2,41,1614
I003009,A0123,2024-02-16,L. Dsouza,repair,80.7,48,2542
I003010,A0123,2024-03-17,P. Singh,pass,97.6,32,4569
I003011,A0123,2024-04-13,E. Rao,pass,90.0,25,872
I003012,A0124,2022-02-08,L. Dsouza,pass,70.1,46,4204
I003013,A0124,2022-03-13,S. Khan,repair,88.7,38,3117
I003014,A0124,2022-04-21,M. Iyer,pass,75.6,45,2406
I003015,A0124,2022-05-17,P. Singh,pass,80.7,41,2003
I003016,A0124,2022-06-05,M. Iyer,pass,83.4,27,1538
I003017,A0124,2022-06-18,S. Khan,pass,78.1,46,3653
I003018,A0124,2022-09-16,M. Iyer,pass,82.7,62,3812
I003019,A0124,2022-11-25,M. Iyer,pass,85.3,43,3357
I003020,A0124,2022-12-02,M. Iyer,pass,78.7,47,2649
I003021,A0124,2023-01-28,L. Dsouza,pass,80.1,48,2556
I003022,A0124,2023-05-12,L. Dsouza,pass,76.5,33,1679
I003023,A0124,2023-07-20,M. Iyer,pass,73.9,61,4487
I003024,A0124,2023-08-21,L. Dsouza,pass,93.1,51,2528
I003025,A0124,2023-11-27,L. Dsouza,pass,82.8,44,2737
I003026,A0124,2024-01-31,E. Rao,pass,71.8,61,2424
I003027,A0124,2024-03-09,M. Iyer,pass,82.1,46,2586
I003028,A0124,2024-04-05,P. Singh,pass,87.1,38,2833
I003029,A0124,2024-04-15,P. Singh,pass,76.6,27,1748
I003030,A0125,2022-02-01,E. Rao,pass,78.8,38,1704
I003031,A0125,2022-03-11,M. Iyer,repair,86.2,26,3106
I003032,A0125,2022-07-09,P. Singh,pass,80.4,37,4045
I003033,A0125,2022-07-14,E. Rao,fail,46.9,14,2927
I003034,A0125,2022-07-28,E. Rao,pass,85.0,42,3935
I003035,A0125,2022-10-26,P. Singh,pass,77.8,49,1698
I003036,A0125,2022-11-10,L. Dsouza,pass,89.0,58,917
I003037,A0125,2022-11-28,L. Dsouza,pass,76.5,31,3578
I003038,A0125,2023-01-17,E. Rao,fail,57.7,50,1409
I003039,A0125,2023-02-07,L. Dsouza,pass,89.9,60,2356
I003040,A0125,2023-03-23,L. Dsouza,fail,59.9,24,2991
I003041,A0125,2023-07-06,P. Singh,fail,59.7,72,1140
I003042,A0125,2023-07-31,E. Rao,pass,75.1,9,3486
I003043,A0125,2023-10-19,L. Dsouza,fail,44.5,51,4811
I003044,A0125,2023-12-25,P. Singh,pass,85.2,32,6538
I003045,A0125,2023-12-31,E. Rao,pass,83.3,67,1580
I003046,A0125,2024-01-13,S. Khan,repair,87.9,40,6446
I003047,A0125,2024-02-01,M. Iyer,pass,78.2,39,6298
I003048,A0125,2024-02-12,S. Khan,pass,92.7,49,6445
I003049,A0125,2024-04-05,S. Khan,pass,100.0,62,7795
I003050,A0125,2024-04-15,M. Iyer,pass,76.1,59,1935
I003051,A0126,2022-01-24,M. Iyer,repair,82.7,56,4297
I003052,A0126,2022-05-10,E. Rao,pass,67.5,34,3525
I003053,A0126,2023-01-05,P. Singh,pass,77.4,47,4727
I003054,A0126,2023-02-27,M. Iyer,pass,76.5,46,6593
I003055,A0126,2023-03-02,L. Dsouza,pass,89.4,28,2244
I003056,A0126,2023-04-08,P. Singh,fail,53.4,43,3003
I003057,A0126,2023-06-16,M. Iyer,pass,82.6,69,8529
I003058,A0126,2023-06-30,S. Khan,pass,74.0,54,7837
I003059,A0126,2023-07-08,P. Singh,pass,88.7,60,4452
I003060,A0126,2023-07-12,P. Singh,pass,79.1,28,854
I003061,A0126,2023-10-25,S. Khan,pass,99.7,27,1015
I003062,A0126,2023-12-19,P. Singh,repair,86.8,53,1106
I003063,A0126,2024-01-05,M. Iyer,fail,68.0,38,6444
I003064,A0126,2024-01-24,S. Khan,pass,86.1,59,983
I003065,A0126,2024-03-13,P. Singh,pass,93.1,30,6816
I003066,A0127,2022-01-04,P. Singh,pass,81.5,39,2809
I003067,A0127,2022-01-15,M. Iyer,fail,60.5,52,662
I003068,A0127,2022-02-02,S. Khan,repair,81.5,49,1255
I003069,A0127,2022-03-10,P. Singh,pass,86.7,12,2617
I003070,A0127,2022-03-22,E. Rao,pass,84.3,66,7235
I003071,A0127,2022-05-08,E. Rao,pass,79.9,42,6647
I003072,A0127,2022-05-30,S. Khan,pass,88.1,54,1481
I003073,A0127,2022-06-23,L. Dsouza,repair,100.0,45,2467
I003074,A0127,2022-07-04,S. Khan,pass,94.6,21,3472
I003075,A0127,2022-07-28,L. Dsouza,pass,79.3,31,1768
I003076,A0127,2022-08-16,E. Rao,pass,86.5,54,4449
I003077,A0127,2022-09-14,P. Singh,pass,87.3,50,394
I003078,A0127,2022-10-05,S. Khan,repair,84.0,65,4060
I003079,A0127,2022-10-14,M. Iyer,pass,93.8,35,1037
I003080,A0127,2022-11-05,S. Khan,repair,83.8,61,15315
I003081,A0127,2022-11-20,P. Singh,pass,84.5,39,3688
I003082,A0127,2022-12-02,S. Khan,pass,83.1,36,2005
I003083,A0127,2023-01-09,L. Dsouza,pass,74.7,51,969
I003084,A0127,2023-01-14,M. Iyer,pass,78.6,44,2787
I003085,A0127,2023-03-17,S. Khan,pass,73.6,46,2392
I003086,A0127,2023-03-30,P. Singh,fail,71.2,30,3864
I003087,A0127,2023-04-12,E. Rao,repair,78.9,39,2347
I003088,A0127,2023-05-14,S. Khan,repair,67.7,73,2259
I003089,A0127,2023-05-24,L. Dsouza,pass,84.5,42,2399
I003090,A0127,2023-05-26,E. Rao,repair,72.4,35,10536
I003091,A0127,2023-06-20,E. Rao,fail,51.0,41,389
I003092,A0127,2023-07-02,E. Rao,fail,63.8,36,15125
I003093,A0127,2023-07-06,M. Iyer,pass,84.6,59,617
I003094,A0127,2023-10-02,L. Dsouza,pass,95.7,33,3483
I003095,A0127,2023-11-08,S. Khan,pass,77.9,32,5921
I003096,A0127,2023-11-21,M. Iyer,repair,79.8,52,2104
I003097,A0127,2023-11-22,L. Dsouza,pass,72.2,23,1278
I003098,A0127,2023-11-27,P. Singh,pass,84.9,62,5453
I003099,A0127,2023-11-29,S. Khan,pass,83.5,30,9908
I003100,A0127,2023-12-22,S. Khan,repair,80.8,57,11332
I003101,A0127,2024-01-31,E. Rao,pass,89.2,43,2915
I003102,A0127,2024-02-05,E. Rao,pass,77.5,57,4311
I003103,A0127,2024-02-24,P. Singh,pass,86.7,60,2428
I003104,A0127,2024-03-31,P. Singh,pass,81.5,42,1018
I003105,A0128,2022-03-20,P. Singh,pass,81.3,31,745
I003106,A0128,2022-05-13,S. Khan,pass,89.1,49,4132
I003107,A0128,2022-07-07,E. Rao,pass,78.6,40,5052
I003108,A0128,2022-09-20,S. Khan,repair,90.7,60,4889
I003109,A0128,2022-11-04,S. Khan,pass,76.6,50,2163
I003110,A0128,2023-02-19,M. Iyer,pass,75.3,55,1966
I003111,A0128,2023-03-05,M. Iyer,pass,91.9,45,1453
I003112,A0128,2023-04-07,P. Singh,repair,69.8,48,3200
I003113,A0128,2023-09-04,L. Dsouza,pass,83.2,61,2645
I003114,A0128,2023-09-20,E. Rao,pass,64.5,5,2395
I003115,A0128,2024-02-02,S. Khan,pass,87.7,41,5205
I003116,A0128,2024-03-12,M. Iyer,pass,74.1,26,7043
I003117,A0129,2022-01-01,L. Dsouza,pass,82.7,36,2484
I003118,A0129,2022-01-19,L. Dsouza,pass,79.8,61,5171
I003119,A0129,2022-01-24,M. Iyer,pass,98.4,70,4583
I003120,A0129,2022-03-02,M. Iyer,pass,90.7,30,2564
I003121,A0129,2022-03-19,S. Khan,repair,84.9,43,4855
I003122,A0129,2022-04-01,P. Singh,pass,90.1,34,1979
I003123,A0129,2022-04-10,M. Iyer,repair,80.5,35,4688
I003124,A0129,2022-04-27,M. Iyer,pass,75.7,28,1661
I003125,A0129,2022-05-30,L. Dsouza,pass,90.1,40,5203
I003126,A0129,2022-07-05,S. Khan,pass,94.9,42,1274
I003127,A0129,2022-07-25,L. Dsouza,pass,100.0,51,452
I003128,A0129,2022-10-02,L. Dsouza,pass,91.4,15,1963
I003129,A0129,2022-11-11,L. Dsouza,pass,83.8,65,842
I003130,A0129,2022-11-18,E. Rao,pass,91.4,65,1238
I003131,A0129,2022-12-23,E. Rao,pass,80.9,22,5758
I003132,A0129,2022-12-31,L. Dsouza,fail,61.6,18,3883
I003133,A0129,2023-01-03,P. Singh,pass,74.6,44,5799
I003134,A0129,2023-01-05,E. Rao,pass,70.7,57,2165
I003135,A0129,2023-01-07,P. Singh,fail,70.2,29,5229
I003136,A0129,2023-02-07,M. Iyer,pass,82.4,45,2553
I003137,A0129,2023-02-12,S. Khan,fail,65.6,53,3033
I003138,A0129,2023-04-08,M. Iyer,pass,82.4,50,1734
I003139,A0129,2023-04-16,S. Khan,fail,69.9,49,2202
I003140,A0129,2023-04-29,S. Khan,pass,94.3,47,4115
I003141,A0129,2023-05-24,E. Rao,fail,64.0,39,5513
I003142,A0129,2023-06-30,S. Khan,pass,87.0,40,2871
I003143,A0129,2023-07-04,S. Khan,repair,91.1,47,3989
I003144,A0129,2023-07-17,L. Dsouza,pass,81.2,68,1045
I003145,A0129,2023-09-07,S. Khan,pass,82.4,47,2733
I003146,A0129,2023-09-12,L. Dsouza,repair,96.0,42,4461
I003147,A0129,2023-09-24,M. Iyer,pass,71.6,54,4252
I003148,A0129,2023-10-02,S. Khan,pass,82.9,53,2760
I003149,A0129,2023-10-29,E. Rao,pass,88.9,68,2282
I003150,A0129,2023-11-04,E. Rao,fail,64.9,59,902
I003151,A0129,2023-11-26,L. Dsouza,pass,82.4,34,2871
I003152,A0129,2023-12-23,L. Dsouza,pass,97.6,52,2411
I003153,A0129,2024-01-03,P. Singh,pass,79.2,51,7065
I003154,A0129,2024-01-11,E. Rao,pass,88.7,34,4156
I003155,A0129,2024-01-16,P. Singh,fail,53.1,57,5446
I003156,A0129,2024-02-12,L. Dsouza,pass,89.9,53,6870
I003157,A0129,2024-03-22,L. Dsouza,pass,83.8,46,3273
I003158,A0130,2022-01-07,P. Singh,pass,95.7,55,8491
I003159,A0130,2022-03-09,S. Khan,pass,89.2,50,2137
I003160,A0130,2022-03-28,E. Rao,fail,61.0,39,814
I003161,A0130,2022-04-13,P. Singh,pass,90.3,55,1531
I003162,A0130,2022-04-18,L. Dsouza,fail,68.8,31,403
I003163,A0130,2022-06-23,P. Singh,pass,99.9,56,1493
I003164,A0130,2022-07-13,S. Khan,repair,91.2,47,764
I003165,A0130,2022-07-31,E. Rao,fail,64.9,31,1240
I003166,A0130,2022-08-06,S. Khan,pass,90.2,36,2068
I003167,A0130,2022-10-26,S. Khan,fail,69.7,46,5615
I003168,A0130,2022-10-27,P. Singh,pass,89.6,45,4740
I003169,A0130,2022-12-13,S. Khan,pass,78.9,50,5154
I003170,A0130,2023-01-06,M. Iyer,pass,88.6,71,2253
I003171,A0130,2023-01-30,P. Singh,repair,100.0,23,3055
I003172,A0130,2023-03-14,P. Singh,fail,55.1,43,943
I003173,A0130,2023-06-02,P. Singh,pass,78.9,41,5634
I003174,A0130,2023-06-03,L. Dsouza,pass,86.3,53,4581
I003175,A0130,2023-07-15,L. Dsouza,fail,64.3,40,2460
I003176,A0130,2023-07-21,P. Singh,pass,84.2,53,6427
I003177,A0130,2023-10-18,E. Rao,pass,82.4,56,3480
I003178,A0130,2023-10-19,L. Dsouza,pass,89.6,60,8984
I003179,A0130,2023-11-20,L. Dsouza,pass,88.8,41,962
I003180,A0130,2024-01-31,P. Singh,pass,97.7,46,3532
I003181,A0130,2024-02-22,P. Singh,pass,100.0,26,1665
I003182,A0130,2024-04-18,E. Rao,repair,84.5,40,895
I003183,A0131,2022-02-16,M. Iyer,pass,98.2,58,3649
I003184,A0131,2022-02-27,E. Rao,pass,86.7,20,8997
I003185,A0131,2022-02-28,E. Rao,pass,94.7,24,12555
I003186,A0131,2022-03-24,L. Dsouza,repair,94.5,22,1817
I003187,A0131,2022-03-25,M. Iyer,pass,100.0,47,1267
I003188,A0131,2022-04-15,P. Singh,pass,87.8,29,2603
I003189,A0131,2022-05-23,S. Khan,pass,83.1,36,7281
I003190,A0131,2022-07-09,E. Rao,pass,75.6,40,1854
I003191,A0131,2022-10-02,L. Dsouza,pass,80.0,58,2018
I003192,A0131,2022-11-02,M. Iyer,pass,77.1,33,5246
I003193,A0131,2022-11-12,L. Dsouza,pass,82.9,44,1735
I003194,A0131,2022-11-16,L. Dsouza,pass,87.5,26,1882
I003195,A0131,2022-11-21,S. Khan,pass,77.6,44,4212
I003196,A0131,2022-12-08,P. Singh,pass,85.8,77,801
I003197,A0131,2022-12-10,S. Khan,pass,68.1,31,3843
I003198,A0131,2022-12-13,P. Singh,pass,83.2,28,3766
I003199,A0131,2023-01-02,S. Khan,pass,99.2,55,2423
I003200,A0131,2023-01-06,P. Singh,pass,68.0,62,2521
I003201,A0131,2023-01-17,E. Rao,repair,85.7,28,2178
I003202,A0131,2023-02-04,M. Iyer,pass,87.0,27,1419
I003203,A0131,2023-02-05,M. Iyer,pass,100.0,39,1062
I003204,A0131,2023-02-20,L. Dsouza,pass,84.7,37,3196
I003205,A0131,2023-03-10,E. Rao,pass,92.9,41,3341
I003206,A0131,2023-04-07,L. Dsouza,pass,86.2,31,5168
I003207,A0131,2023-05-08,E. Rao,pass,77.0,71,1778
I003208,A0131,2023-05-20,E. Rao,pass,72.0,65,5965
I003209,A0131,2023-05-30,L. Dsouza,pass,79.8,43,611
I003210,A0131,2023-06-25,M. Iyer,pass,77.0,43,5200
I003211,A0131,2023-07-25,L. Dsouza,pass,97.2,58,1959
I003212,A0131,2023-08-11,E. Rao,pass,82.3,81,3222
I003213,A0131,2023-09-30,S. Khan,pass,75.1,34,2730
I003214,A0131,2023-10-15,L. Dsouza,pass,85.6,14,3920
I003215,A0131,2023-10-16,S. Khan,pass,80.3,75,2162
I003216,A0131,2023-10-28,L. Dsouza,pass,76.0,46,13198
I003217,A0131,2023-11-18,E. Rao,pass,78.9,61,4588
I003218,A0131,2023-12-16,M. Iyer,pass,83.2,14,1345
I003219,A0131,2024-01-02,P. Singh,pass,80.2,63,2624
I003220,A0131,2024-01-04,P. Singh,pass,86.3,33,1817
I003221,A0131,2024-02-09,E. Rao,pass,83.1,39,1958
I003222,A0131,2024-02-11,S. Khan,pass,83.5,62,11366
I003223,A0131,2024-02-23,S. Khan,pass,84.7,40,3923
I003224,A0131,2024-02-27,E. Rao,pass,93.7,66,8345
I003225,A0131,2024-03-28,M. Iyer,pass,89.5,47,1692
I003226,A0131,2024-04-12,P. Singh,pass,72.7,56,1402
I003227,A0132,2022-05-17,S. Khan,pass,100.0,44,4258
I003228,A0132,2022-05-27,E. Rao,pass,85.5,63,200
I003229,A0132,2022-09-08,S. Khan,fail,50.6,47,200
I003230,A0132,2022-11-21,E. Rao,pass,89.5,65,1181
I003231,A0132,2023-01-15,E. Rao,pass,85.2,26,1041
I003232,A0132,2023-09-21,P. Singh,repair,84.9,44,2966
I003233,A0132,2023-11-25,L. Dsouza,pass,90.9,37,1856
I003234,A0132,2023-12-29,S. Khan,repair,99.7,61,8553
I003235,A0132,2024-01-31,M. Iyer,pass,85.0,50,1983
I003236,A0132,2024-03-17,P. Singh,pass,89.2,35,6523
I003237,A0133,2022-04-26,E. Rao,pass,84.4,35,3789
I003238,A0133,2022-06-26,S. Khan,pass,85.0,50,2181
I003239,A0133,2022-08-31,L. Dsouza,repair,100.0,42,4388
I003240,A0133,2022-09-16,L. Dsouza,pass,90.4,42,5071
I003241,A0133,2022-12-21,S. Khan,fail,55.8,30,1691
I003242,A0133,2023-01-04,P. Singh,pass,83.7,39,4523
I003243,A0133,2023-02-16,E. Rao,fail,64.9,26,3083
I003244,A0133,2023-02-17,E. Rao,repair,77.6,40,5075
I003245,A0133,2023-02-22,S. Khan,pass,88.2,49,5374
I003246,A0133,2023-03-30,E. Rao,pass,98.4,41,6682
I003247,A0133,2023-05-04,S. Khan,pass,86.8,59,5477
I003248,A0133,2023-05-18,L. Dsouza,pass,86.8,45,2476
I003249,A0133,2023-08-17,S. Khan,fail,50.3,40,4133
I003250,A0133,2023-09-20,M. Iyer,pass,100.0,42,1375
I003251,A0133,2023-12-04,E. Rao,pass,98.8,15,2101
I003252,A0133,2024-01-26,L. Dsouza,pass,84.0,43,5158
I003253,A0133,2024-03-27,L. Dsouza,fail,57.3,31,855
I003254,A0134,2022-02-02,S. Khan,pass,85.5,49,2495
I003255,A0134,2022-02-11,E. Rao,pass,90.9,56,2176
I003256,A0134,2022-02-17,M. Iyer,pass,74.2,43,3632
I003257,A0134,2022-03-26,M. Iyer,pass,80.6,52,2239
I003258,A0134,2022-03-30,E. Rao,pass,87.6,71,1909
I003259,A0134,2022-03-30,M. Iyer,pass,71.6,20,3612
I003260,A0134,2022-04-29,P. Singh,pass,91.8,54,1635
I003261,A0134,2022-05-16,P. Singh,pass,87.4,68,3800
I003262,A0134,2022-08-07,E. Rao,pass,71.4,46,1385
I003263,A0134,2022-08-20,S. Khan,pass,91.5,53,1097
I003264,A0134,2022-08-22,E. Rao,pass,73.7,30,7871
I003265,A0134,2022-09-20,S. Khan,pass,81.8,28,2676
I003266,A0134,2022-10-01,M. Iyer,repair,87.9,27,3189
I003267,A0134,2022-11-20,L. Dsouza,fail,49.1,39,2091
I003268,A0134,2022-11-30,S. Khan,repair,96.7,31,8244
I003269,A0134,2022-12-27,E. Rao,pass,94.5,16,1916
I003270,A0134,2023-01-02,E. Rao,pass,82.4,49,5044
I003271,A0134,2023-01-20,L. Dsouza,pass,91.4,64,2869
I003272,A0134,2023-03-07,L. Dsouza,pass,90.9,32,1325
I003273,A0134,2023-03-16,E. Rao,repair,92.4,51,2942
I003274,A0134,2023-03-20,P. Singh,repair,86.7,43,1878
I003275,A0134,2023-04-06,M. Iyer,pass,79.0,30,3663
I003276,A0134,2023-05-22,M. Iyer,pass,75.8,63,8468
I003277,A0134,2023-06-27,L. Dsouza,pass,89.6,36,13091
I003278,A0134,2023-08-23,S. Khan,pass,86.1,18,1635
I003279,A0134,2023-08-24,P. Singh,pass,92.1,50,816
I003280,A0134,2023-08-29,P. Singh,pass,76.3,28,1331
I003281,A0134,2023-09-13,M. Iyer,pass,100.0,60,8599
I003282,A0134,2023-10-13,S. Khan,pass,90.6,16,1881
I003283,A0134,2024-01-06,M. Iyer,pass,77.5,58,4273
I003284,A0134,2024-01-21,S. Khan,pass,81.4,39,4184
I003285,A0134,2024-02-27,M. Iyer,repair,74.9,61,7430
I003286,A0134,2024-03-07,L. Dsouza,pass,87.5,44,1560
I003287,A0134,2024-04-10,P. Singh,pass,87.3,40,6133
I003288,A0135,2022-01-21,S. Khan,repair,80.0,52,7154
I003289,A0135,2022-01-28,E. Rao,pass,100.0,63,1378
I003290,A0135,2022-01-31,P. Singh,pass,85.6,75,3518
I003291,A0135,2022-02-09,E. Rao,pass,82.0,58,673
I003292,A0135,2022-02-25,S. Khan,pass,90.4,40,2540
I003293,A0135,2022-03-12,P. Singh,pass,100.0,58,5095
I003294,A0135,2022-03-28,E. Rao,pass,83.3,60,1162
I003295,A0135,2022-06-23,L. Dsouza,pass,82.0,59,1461
I003296,A0135,2022-07-05,L. Dsouza,fail,68.7,46,5833
I003297,A0135,2022-07-20,S. Khan,fail,52.5,24,724
I003298,A0135,2022-07-22,P. Singh,pass,84.8,75,2151
I003299,A0135,2022-09-14,S. Khan,pass,97.9,32,9478
I003300,A0135,2022-09-16,P. Singh,repair,91.0,38,770
I003301,A0135,2022-10-18,S. Khan,pass,76.1,46,2220
I003302,A0135,2022-10-21,S. Khan,repair,88.9,77,6011
I003303,A0135,2023-02-09,L. Dsouza,pass,81.6,40,1438
I003304,A0135,2023-03-13,L. Dsouza,pass,88.6,58,2524
I003305,A0135,2023-03-23,S. Khan,pass,71.7,51,7568
I003306,A0135,2023-03-24,S. Khan,pass,100.0,42,3630
I003307,A0135,2023-04-22,M. Iyer,pass,73.6,43,9585
I003308,A0135,2023-06-30,E. Rao,pass,83.3,37,3844
I003309,A0135,2023-08-05,P. Singh,repair,81.9,28,2596
I003310,A0135,2023-08-14,S. Khan,pass,82.3,38,1279
I003311,A0135,2023-08-26,P. Singh,pass,92.2,38,9408
I003312,A0135,2023-09-07,E. Rao,repair,84.6,42,680
I003313,A0135,2023-09-29,L. Dsouza,pass,76.3,40,3518
I003314,A0135,2023-11-10,E. Rao,pass,87.3,17,3847
I003315,A0135,2023-11-16,P. Singh,fail,54.3,42,2938
I003316,A0135,2024-02-24,P. Singh,fail,57.8,56,3457
I003317,A0135,2024-02-25,L. Dsouza,pass,84.1,8,3112
I003318,A0135,2024-02-27,S. Khan,fail,46.8,44,261
I003319,A0135,2024-03-03,S. Khan,pass,79.7,12,3416
I003320,A0135,2024-03-04,S. Khan,repair,87.9,64,4404
I003321,A0135,2024-03-17,P. Singh,fail,63.4,29,3809
I003322,A0135,2024-03-28,L. Dsouza,repair,86.2,49,5878
I003323,A0135,2024-04-27,S. Khan,pass,77.3,38,4828
I003324,A0136,2022-06-12,P. Singh,pass,90.7,52,2239
I003325,A0136,2022-07-10,S. Khan,pass,63.1,70,1542
I003326,A0136,2022-07-22,S. Khan,pass,83.5,5,944
I003327,A0136,2022-12-03,E. Rao,pass,88.1,43,6112
I003328,A0136,2023-03-16,E. Rao,fail,53.8,34,6738
I003329,A0136,2023-05-07,M. Iyer,pass,81.1,38,7520
I003330,A0136,2023-06-23,L. Dsouza,pass,99.6,29,1308
I003331,A0136,2024-01-09,P. Singh,pass,70.3,30,2683
I003332,A0136,2024-02-25,S. Khan,fail,51.9,22,3613
I003333,A0137,2022-01-31,S. Khan,fail,66.5,55,4922
I003334,A0137,2022-02-06,P. Singh,pass,90.8,72,1808
I003335,A0137,2022-02-23,P. Singh,pass,84.6,28,1949
I003336,A0137,2022-03-09,E. Rao,pass,82.3,52,1348
I003337,A0137,2022-03-24,L. Dsouza,pass,85.0,60,1202
I003338,A0137,2022-04-25,M. Iyer,pass,88.2,52,1035
I003339,A0137,2022-05-24,E. Rao,pass,94.7,54,2507
I003340,A0137,2022-06-23,M. Iyer,pass,79.9,73,8423
I003341,A0137,2022-07-10,P. Singh,pass,86.2,62,4843
I003342,A0137,2022-07-29,L. Dsouza,repair,93.0,51,10142
I003343,A0137,2022-08-19,E. Rao,fail,59.8,39,513
I003344,A0137,2022-08-26,E. Rao,pass,84.6,50,2206
I003345,A0137,2022-11-08,L. Dsouza,pass,84.1,56,5005
I003346,A0137,2022-11-22,S. Khan,pass,68.0,58,4291
I003347,A0137,2022-12-09,P. Singh,pass,78.4,42,895
I003348,A0137,2022-12-11,M. Iyer,pass,85.9,32,2985
I003349,A0137,2022-12-27,L. Dsouza,pass,83.0,38,1347
I003350,A0137,2023-01-11,M. Iyer,repair,74.0,32,1766
I003351,A0137,2023-01-19,E. Rao,pass,84.1,62,543
I003352,A0137,2023-01-26,S. Khan,fail,55.9,64,4446
I003353,A0137,2023-02-03,S. Khan,pass,75.7,65,2671
I003354,A0137,2023-02-13,P. Singh,pass,78.3,71,7376
I003355,A0137,2023-04-14,P. Singh,pass,86.1,48,1945
I003356,A0137,2023-04-20,L. Dsouza,pass,93.7,21,3582
I003357,A0137,2023-04-29,S. Khan,pass,91.9,59,1386
I003358,A0137,2023-05-25,L. Dsouza,fail,62.2,22,2138
I003359,A0137,2023-05-30,M. Iyer,pass,81.6,43,1461
I003360,A0137,2023-06-12,L. Dsouza,pass,89.8,36,5320
I003361,A0137,2023-06-22,S. Khan,pass,85.4,55,2519
I003362,A0137,2023-07-04,P. Singh,pass,81.6,25,3866
I003363,A0137,2023-07-22,L. Dsouza,repair,95.2,63,6222
I003364,A0137,2023-07-31,E. Rao,pass,79.0,39,2467
I003365,A0137,2023-08-10,L. Dsouza,pass,81.1,52,1025
I003366,A0137,2023-08-19,M. Iyer,fail,68.5,43,2481
I003367,A0137,2023-10-28,S. Khan,pass,86.5,34,6334
I003368,A0137,2023-11-10,S. Khan,pass,94.1,33,2895
I003369,A0137,2024-01-02,P. Singh,pass,85.2,56,3118
I003370,A0137,2024-01-20,L. Dsouza,fail,64.5,40,1400
I003371,A0137,2024-01-23,M. Iyer,fail,59.1,32,4863
I003372,A0137,2024-01-26,P. Singh,pass,82.7,61,8863
I003373,A0137,2024-02-06,M. Iyer,pass,92.8,39,1271
I003374,A0137,2024-02-07,E. Rao,repair,82.5,23,2723
I003375,A0137,2024-04-14,M. Iyer,pass,95.0,49,3288
I003376,A0138,2022-01-03,L. Dsouza,pass,92.8,64,2444
I003377,A0138,2022-01-26,E. Rao,pass,88.1,52,3983
I003378,A0138,2022-01-29,L. Dsouza,pass,85.3,36,3312
I003379,A0138,2022-03-19,L. Dsouza,pass,79.2,37,4162
I003380,A0138,2022-03-21,P. Singh,pass,96.7,21,8375
I003381,A0138,2022-04-01,S. Khan,pass,92.3,33,7633
I003382,A0138,2022-04-09,M. Iyer,pass,96.9,47,8567
I003383,A0138,2022-04-28,E. Rao,pass,93.2,36,4192
I003384,A0138,2022-05-07,S. Khan,pass,98.3,60,1056
I003385,A0138,2022-05-17,E. Rao,repair,83.0,34,8206
I003386,A0138,2022-07-20,E. Rao,pass,83.0,46,3270
I003387,A0138,2022-10-06,P. Singh,pass,88.5,44,1872
I003388,A0138,2022-11-29,P. Singh,pass,73.0,52,2285
I003389,A0138,2022-12-18,P. Singh,pass,88.7,34,3260
I003390,A0138,2022-12-24,M. Iyer,pass,87.7,66,2124
I003391,A0138,2023-02-14,P. Singh,pass,77.8,47,1488
I003392,A0138,2023-03-22,M. Iyer,pass,79.0,45,5141
