current_amp,voltage_v,travel_speed_mmps,wire_feed_mmps,heat_input_kjmm,gas_flow_lpm,joint_gap_mm,plate_thickness_mm,material,defect
164.8,22.42,8.06,3.85,0.458,13.6,0.31,16.0,Stainless,0
197.4,24.84,6.49,6.17,0.756,23.3,0.19,8.0,Stainless,0
187.5,23.2,7.45,5.25,0.584,16.9,0.51,5.0,Carbon,0
171.1,21.62,11.07,5.17,0.334,21.5,1.56,10.0,Stainless,1
226.4,24.8,9.72,6.23,0.578,11.4,1.27,16.0,Stainless,0
234.4,23.53,5.38,7.43,1.024,16.4,0.67,8.0,Aluminum,0
144.3,22.04,12.15,4.04,0.262,19.5,0.48,6.0,Carbon,1
125.4,20.74,6.44,3.8,0.404,19.9,1.27,6.0,Aluminum,0
151.7,23.44,5.79,4.79,0.614,21.1,0.26,3.0,Carbon,0
170.8,20.92,7.04,5.12,0.507,14.7,0.22,3.0,Aluminum,0
241.2,25.43,7.87,7.01,0.78,15.1,0.31,3.0,Carbon,0
184.2,20.63,8.68,4.35,0.438,18.7,1.51,5.0,Aluminum,1
153.9,20.9,9.93,4.94,0.324,12.5,1.05,10.0,Carbon,1
175.1,23.55,9.65,5.21,0.427,10.5,1.54,6.0,Stainless,0
190.8,24.35,9.12,5.99,0.509,13.1,0.85,10.0,Carbon,0
144.6,23.49,7.77,4.84,0.437,12.3,0.22,16.0,Carbon,0
178.8,25.16,8.25,5.64,0.546,18.8,2.16,3.0,Stainless,1
226.0,26.21,10.52,6.72,0.563,16.1,0.7,6.0,Stainless,0
201.3,22.14,9.15,5.91,0.487,13.2,0.21,10.0,Carbon,1
148.1,20.87,9.08,3.95,0.341,16.3,1.23,10.0,Carbon,1
165.6,23.25,7.74,4.53,0.497,12.9,1.08,8.0,Carbon,0
195.4,22.94,12.02,6.01,0.373,14.7,0.22,16.0,Carbon,0
134.7,20.55,3.53,3.36,0.784,14.8,0.4,8.0,Carbon,0
184.8,20.86,8.8,6.69,0.438,11.4,0.78,8.0,Stainless,0
212.4,24.81,5.71,6.13,0.922,16.2,0.17,16.0,Carbon,0
225.4,24.66,7.37,6.11,0.754,19.6,0.23,5.0,Stainless,0
204.2,24.51,5.63,6.23,0.89,20.7,1.7,10.0,Carbon,1
218.1,27.8,4.38,4.93,1.385,14.2,0.52,12.0,Carbon,0
147.1,23.78,7.07,3.41,0.495,17.4,0.84,3.0,Carbon,0
155.4,22.63,8.84,4.64,0.398,14.3,0.31,10.0,Carbon,0
217.6,25.18,14.64,5.69,0.374,13.6,0.84,6.0,Carbon,1
186.0,24.32,8.13,6.04,0.557,17.9,0.75,10.0,Carbon,0
207.5,25.02,7.87,6.3,0.659,14.0,0.13,6.0,Carbon,0
197.2,24.69,10.34,5.74,0.471,9.5,1.05,10.0,Carbon,0
251.6,26.63,8.12,7.9,0.825,17.0,0.24,3.0,Aluminum,0
163.6,20.98,11.42,5.42,0.3,19.8,0.41,16.0,Stainless,1
222.4,25.57,7.66,6.38,0.743,21.7,0.16,6.0,Carbon,0
178.6,24.7,8.41,5.44,0.525,12.1,0.64,12.0,Carbon,0
179.0,22.69,6.65,5.69,0.61,17.5,1.19,3.0,Carbon,0
195.6,26.01,7.36,5.49,0.691,19.2,0.22,10.0,Stainless,0
214.8,25.57,9.3,6.93,0.591,16.8,0.14,6.0,Carbon,0
178.5,23.4,7.78,5.26,0.537,16.6,0.5,16.0,Carbon,1
248.8,24.73,14.41,6.52,0.427,12.0,0.77,8.0,Carbon,0
177.5,23.98,4.9,6.65,0.868,17.8,0.28,12.0,Aluminum,0
200.1,24.7,3.0,6.83,1.648,15.7,0.66,5.0,Carbon,0
179.8,23.8,5.94,6.83,0.72,16.5,0.79,8.0,Stainless,0
244.0,26.42,9.37,7.14,0.688,21.4,0.6,6.0,Stainless,0
180.2,24.19,8.86,6.37,0.492,17.8,0.11,10.0,Aluminum,0
173.7,22.13,4.47,5.24,0.859,17.1,1.18,3.0,Carbon,0
197.9,24.98,12.11,5.68,0.408,16.1,1.03,10.0,Stainless,1
192.3,24.49,6.6,6.42,0.714,14.1,0.8,10.0,Carbon,0
193.4,21.92,8.59,5.56,0.494,16.0,0.64,12.0,Carbon,1
217.1,24.8,9.5,6.68,0.567,19.1,0.1,12.0,Carbon,0
218.9,23.76,6.37,6.05,0.817,20.4,0.69,10.0,Carbon,0
184.1,22.59,3.0,4.54,1.386,17.6,1.66,5.0,Carbon,0
123.6,20.31,7.3,4.79,0.344,13.7,0.27,16.0,Stainless,1
198.9,23.39,9.1,4.8,0.511,16.3,0.77,3.0,Carbon,1
172.9,22.43,3.0,5.48,1.293,11.4,0.23,5.0,Carbon,1
181.9,22.47,6.45,4.93,0.634,15.5,0.62,12.0,Carbon,0
193.9,23.02,10.23,6.2,0.436,19.0,1.34,8.0,Carbon,1
199.5,23.18,6.64,5.46,0.696,15.8,0.15,3.0,Carbon,0
205.3,23.07,9.65,6.97,0.491,18.1,0.92,12.0,Carbon,0
239.3,23.69,4.36,6.59,1.3,14.7,0.57,8.0,Stainless,1
200.6,21.81,5.71,5.89,0.767,12.1,0.61,16.0,Carbon,0
175.3,21.37,10.03,6.02,0.374,8.4,0.66,16.0,Carbon,0
192.0,25.32,8.38,5.51,0.58,12.0,0.51,3.0,Stainless,0
183.8,25.39,11.7,4.92,0.399,19.9,0.54,3.0,Carbon,0
198.8,20.79,9.99,5.81,0.414,17.4,0.71,12.0,Carbon,1
200.0,24.74,6.4,5.71,0.773,14.5,1.14,3.0,Aluminum,1
148.7,22.22,7.87,3.12,0.42,15.4,0.62,3.0,Carbon,0
158.8,24.76,8.66,3.36,0.454,19.5,0.02,6.0,Carbon,0
164.3,23.79,11.88,5.27,0.329,19.3,1.41,10.0,Stainless,0
188.7,22.93,9.01,5.93,0.48,11.8,0.48,5.0,Stainless,1
228.7,26.44,7.18,6.77,0.842,16.9,0.36,8.0,Carbon,0
210.4,27.27,8.04,7.21,0.714,13.7,0.74,5.0,Carbon,0
151.8,21.42,11.89,3.54,0.274,13.6,2.08,12.0,Carbon,1
191.0,23.04,3.04,5.27,1.445,13.0,0.08,8.0,Stainless,0
222.0,24.35,11.28,5.84,0.479,14.6,0.4,6.0,Carbon,0
149.3,22.62,6.81,4.95,0.496,16.0,0.33,12.0,Stainless,1
196.2,25.28,6.71,7.13,0.739,16.6,1.35,12.0,Stainless,0
219.6,23.23,11.42,6.61,0.447,18.4,1.61,12.0,Stainless,1
170.0,23.87,5.7,5.21,0.712,17.4,0.7,6.0,Carbon,0
205.5,22.65,9.85,5.88,0.472,13.5,0.41,5.0,Carbon,0
219.4,24.21,5.69,6.26,0.934,17.8,0.29,8.0,Stainless,1
197.6,24.03,13.02,6.39,0.365,17.2,1.21,5.0,Stainless,1
165.1,24.24,8.0,4.66,0.5,13.3,1.14,3.0,Aluminum,0
216.4,23.17,3.05,6.9,1.642,16.1,1.44,12.0,Carbon,0
202.0,26.02,6.69,5.98,0.786,18.1,0.85,10.0,Carbon,1
229.3,24.94,6.3,6.65,0.908,15.1,1.1,3.0,Stainless,1
216.4,23.55,8.07,6.87,0.632,17.9,0.53,8.0,Carbon,0
221.0,24.58,4.87,6.35,1.117,13.6,1.13,12.0,Carbon,0
158.5,23.26,6.48,4.55,0.569,18.8,0.19,10.0,Carbon,0
193.6,23.23,8.75,5.82,0.514,9.7,0.39,3.0,Carbon,1
188.1,24.73,10.96,5.21,0.424,12.4,0.98,6.0,Stainless,0
251.8,25.7,7.81,6.55,0.828,12.7,1.55,5.0,Aluminum,0
136.9,22.74,4.06,4.09,0.766,17.6,0.76,5.0,Carbon,1
175.8,23.19,11.11,4.26,0.367,13.5,0.54,6.0,Carbon,1
190.0,22.38,8.21,5.42,0.518,18.5,0.19,5.0,Carbon,0
214.9,24.55,5.47,6.57,0.964,14.8,0.5,3.0,Carbon,0
220.4,24.02,7.25,6.13,0.731,22.9,0.82,12.0,Aluminum,1
195.1,25.27,9.55,5.36,0.516,15.6,1.0,12.0,Stainless,0
198.1,24.22,6.63,6.27,0.724,12.2,0.81,3.0,Stainless,0
188.0,25.33,8.0,5.11,0.595,14.7,0.32,10.0,Aluminum,0
209.2,25.47,10.07,6.64,0.529,9.8,2.02,10.0,Stainless,1
185.9,25.8,3.97,5.9,1.209,16.1,0.3,5.0,Carbon,0
202.1,24.25,9.95,6.62,0.492,17.1,1.04,5.0,Stainless,1
193.6,23.8,10.44,5.91,0.441,13.3,0.35,3.0,Carbon,0
179.6,23.56,3.0,6.16,1.41,15.1,0.56,5.0,Carbon,0
148.9,22.1,9.04,4.9,0.364,19.0,1.41,8.0,Aluminum,1
184.9,24.33,7.5,5.24,0.6,18.0,0.51,12.0,Carbon,1
242.6,23.56,4.88,7.81,1.171,13.6,0.93,10.0,Carbon,0
192.5,23.21,6.88,4.92,0.65,15.6,0.26,6.0,Carbon,0
182.8,24.04,9.55,5.34,0.46,20.6,1.61,8.0,Carbon,1
176.2,23.68,10.25,4.99,0.407,15.8,0.19,10.0,Stainless,0
208.2,26.86,3.27,5.83,1.711,17.2,0.62,12.0,Carbon,0
157.6,23.49,9.83,4.75,0.376,19.3,1.44,12.0,Carbon,1
185.8,23.76,10.5,5.31,0.42,18.8,0.67,10.0,Carbon,1
208.8,26.94,9.57,6.65,0.588,16.2,0.38,6.0,Aluminum,0
203.1,22.41,9.82,5.56,0.464,15.7,0.48,5.0,Stainless,0
200.8,23.03,3.95,5.55,1.17,13.7,0.26,10.0,Aluminum,0
219.5,25.34,4.84,5.68,1.149,18.4,0.54,6.0,Carbon,0
180.6,24.06,9.99,6.26,0.435,17.8,0.45,16.0,Aluminum,1
115.8,21.69,4.44,3.92,0.566,19.1,0.84,10.0,Stainless,0
148.9,22.13,8.7,4.34,0.379,20.9,1.77,10.0,Carbon,1
225.7,26.2,6.95,6.33,0.851,19.8,1.29,3.0,Stainless,1
176.8,23.59,5.21,5.68,0.8,16.4,0.22,5.0,Stainless,0
198.3,23.48,7.79,5.32,0.598,19.2,0.53,5.0,Carbon,1
180.3,22.74,6.74,6.25,0.608,17.5,0.37,6.0,Stainless,0
162.3,22.46,12.03,5.94,0.303,16.1,1.11,3.0,Carbon,1
181.5,23.48,10.27,4.48,0.415,16.7,0.09,10.0,Stainless,0
245.6,25.92,7.3,6.64,0.872,14.3,0.82,16.0,Stainless,0
209.0,26.01,8.95,6.37,0.607,17.9,1.42,5.0,Carbon,1
170.0,22.83,4.08,4.61,0.951,21.7,0.87,5.0,Stainless,0
204.1,25.3,14.02,6.73,0.368,9.7,1.12,3.0,Carbon,1
151.8,21.77,10.58,5.86,0.313,13.3,0.49,6.0,Carbon,1
175.5,24.02,8.47,6.17,0.498,15.9,1.73,5.0,Carbon,1
161.5,20.49,6.65,4.92,0.498,19.2,0.26,3.0,Carbon,0
196.2,24.78,8.18,5.65,0.594,17.4,0.96,16.0,Carbon,0
139.9,21.87,14.55,4.21,0.21,14.8,0.48,6.0,Carbon,1
157.9,22.44,12.54,4.67,0.283,15.3,1.97,8.0,Aluminum,1
187.2,25.04,7.01,6.46,0.669,14.5,0.94,5.0,Stainless,0
186.8,23.25,6.36,5.44,0.683,14.1,1.05,5.0,Carbon,0
115.4,21.31,12.28,3.86,0.2,17.0,1.02,12.0,Carbon,1
145.9,22.34,10.21,4.74,0.319,18.1,0.43,3.0,Carbon,0
202.8,24.62,9.59,6.6,0.521,16.0,0.2,5.0,Stainless,0
170.9,22.49,8.18,4.87,0.47,15.4,1.13,12.0,Carbon,0
208.7,26.34,7.4,6.36,0.743,14.9,1.18,16.0,Carbon,0
190.0,24.07,5.67,5.43,0.807,18.9,0.34,10.0,Carbon,0
202.0,23.92,7.79,5.59,0.621,11.6,1.56,10.0,Carbon,0
154.4,19.62,9.47,4.09,0.32,18.1,0.15,10.0,Stainless,0
226.1,23.27,9.54,6.29,0.552,19.6,1.09,16.0,Aluminum,1
212.5,24.17,5.39,6.49,0.953,12.7,0.77,3.0,Carbon,0
194.3,22.62,10.73,5.17,0.41,16.4,0.71,6.0,Carbon,1
214.0,25.32,3.31,6.46,1.638,18.0,0.29,5.0,Carbon,0
170.5,22.97,8.98,5.84,0.436,14.1,1.27,3.0,Aluminum,0
199.9,25.91,6.1,6.22,0.849,16.7,0.42,16.0,Carbon,0
222.8,25.56,7.72,6.14,0.738,18.7,0.12,3.0,Carbon,0
137.0,20.8,11.36,4.0,0.251,16.8,1.49,8.0,Carbon,0
234.8,20.89,14.2,7.01,0.345,16.6,0.18,10.0,Stainless,1
223.4,26.91,4.19,7.44,1.434,16.3,0.93,8.0,Stainless,0
163.2,22.95,9.73,5.94,0.385,12.6,1.97,12.0,Aluminum,1
164.5,22.39,6.73,4.69,0.548,20.2,0.52,8.0,Aluminum,0
243.8,25.73,6.24,6.57,1.005,18.0,0.61,6.0,Stainless,0
152.0,20.96,9.99,5.03,0.319,17.9,2.15,16.0,Aluminum,1
184.3,23.86,6.79,5.57,0.648,15.6,0.88,12.0,Carbon,1
221.3,26.21,7.1,7.29,0.817,17.5,1.13,3.0,Carbon,0
209.7,22.64,7.32,6.76,0.649,17.7,0.76,5.0,Carbon,0
236.3,25.14,10.47,7.62,0.567,10.4,0.27,8.0,Aluminum,1
154.5,23.35,8.9,5.1,0.405,21.3,0.58,12.0,Carbon,0
145.3,23.63,6.18,3.81,0.556,19.6,0.91,16.0,Carbon,1
188.2,23.8,8.32,5.81,0.538,19.3,0.93,16.0,Aluminum,0
234.5,23.46,4.77,7.6,1.154,14.4,0.98,5.0,Carbon,0
162.7,21.19,7.26,3.98,0.475,18.1,0.54,10.0,Carbon,0
213.2,23.74,8.09,6.81,0.626,19.0,0.1,6.0,Stainless,0
220.0,24.14,7.28,6.63,0.73,14.3,0.85,16.0,Stainless,0
152.1,22.13,4.04,5.12,0.833,15.1,0.47,12.0,Carbon,1
156.0,24.33,9.56,5.13,0.397,15.4,0.95,5.0,Stainless,0
180.1,22.78,7.44,5.84,0.552,14.7,1.39,5.0,Stainless,0
192.7,25.09,11.09,6.22,0.436,16.9,0.68,3.0,Carbon,0
193.6,22.46,6.04,5.08,0.72,15.1,0.18,5.0,Carbon,0
230.8,25.52,8.03,6.11,0.734,16.6,0.66,8.0,Stainless,1
150.7,22.87,6.22,4.77,0.554,13.4,0.26,16.0,Stainless,0
168.8,22.43,6.56,4.87,0.577,13.5,0.39,8.0,Carbon,1
230.5,23.86,9.32,6.71,0.59,18.5,0.27,8.0,Carbon,0
201.3,22.78,9.64,6.07,0.476,12.9,0.43,8.0,Carbon,0
202.6,23.51,4.72,5.94,1.009,19.1,1.06,16.0,Carbon,0
210.0,22.66,7.55,6.56,0.63,16.6,0.78,16.0,Stainless,0
201.1,24.57,11.3,5.76,0.437,16.5,0.86,6.0,Stainless,0
159.4,22.15,8.94,5.48,0.395,13.3,1.25,12.0,Stainless,0
178.8,23.69,6.8,4.87,0.623,19.3,0.72,5.0,Carbon,1
229.0,21.63,6.97,6.02,0.711,17.8,0.54,8.0,Stainless,0
171.1,23.69,5.94,4.69,0.682,10.6,0.84,8.0,Carbon,1
176.6,23.05,6.63,4.5,0.614,14.3,1.68,3.0,Aluminum,0
156.9,22.23,7.05,4.19,0.495,16.9,0.69,8.0,Carbon,0
182.1,24.67,8.56,5.27,0.525,21.0,0.29,12.0,Carbon,0
188.7,24.78,10.86,5.79,0.431,11.7,0.12,10.0,Aluminum,0
192.7,22.39,4.61,6.15,0.935,17.5,0.91,8.0,Stainless,1
183.0,24.34,7.17,5.14,0.621,19.5,2.02,8.0,Carbon,0
145.8,23.17,8.54,5.68,0.396,14.3,0.13,12.0,Carbon,1
163.2,24.0,7.43,4.21,0.527,15.2,1.51,5.0,Carbon,1
204.7,23.9,7.4,5.79,0.661,14.5,0.48,3.0,Aluminum,0
186.5,23.85,3.0,5.09,1.483,17.0,0.86,16.0,Carbon,1
163.8,21.92,9.26,4.68,0.388,16.3,2.1,8.0,Carbon,1
175.3,24.95,5.58,5.41,0.784,18.4,0.46,5.0,Aluminum,1
111.9,20.74,9.69,3.8,0.24,13.3,0.54,12.0,Carbon,0
182.3,24.46,10.0,5.71,0.446,13.4,1.1,8.0,Carbon,0
219.8,22.88,8.1,6.72,0.621,13.6,0.94,16.0,Stainless,0
168.8,22.98,5.63,5.15,0.689,13.1,0.75,12.0,Carbon,0
179.1,23.3,9.63,5.17,0.434,13.3,0.16,6.0,Stainless,0
141.3,19.73,14.29,4.57,0.2,17.4,0.31,5.0,Aluminum,0
163.3,22.57,6.64,5.33,0.556,16.0,1.55,12.0,Carbon,0
200.3,22.33,10.72,5.56,0.417,15.2,0.12,12.0,Carbon,0
204.6,23.62,10.73,5.41,0.451,16.7,0.47,5.0,Stainless,0
194.4,24.04,9.65,5.58,0.485,14.0,0.43,16.0,Stainless,0
213.2,24.21,10.4,7.13,0.496,22.5,0.8,6.0,Carbon,0
237.4,25.36,11.73,6.43,0.513,15.7,1.86,16.0,Carbon,1
192.3,24.65,10.03,5.53,0.473,15.8,1.03,10.0,Stainless,0
150.5,23.3,3.0,4.77,1.169,15.8,0.86,8.0,Carbon,0
246.1,27.02,4.19,7.88,1.586,15.4,1.43,10.0,Carbon,0
186.3,23.94,8.66,5.89,0.515,13.6,0.4,16.0,Aluminum,1
187.3,23.3,8.31,5.75,0.525,14.9,1.3,6.0,Carbon,1
197.1,23.05,9.52,6.81,0.477,16.3,1.0,12.0,Stainless,1
244.0,23.5,6.77,7.5,0.847,11.6,0.17,16.0,Carbon,1
205.7,23.97,6.26,5.25,0.787,10.9,1.23,3.0,Carbon,0
196.4,25.54,9.0,6.63,0.557,18.2,0.28,10.0,Aluminum,0
124.5,22.97,4.4,3.74,0.65,16.3,0.82,16.0,Carbon,0
155.9,21.87,7.44,4.86,0.458,12.3,2.6,3.0,Carbon,0
197.2,23.39,6.48,6.02,0.712,13.0,1.26,16.0,Stainless,0
168.5,24.76,9.25,4.42,0.451,18.4,1.82,10.0,Stainless,0
229.6,24.49,8.75,5.6,0.643,18.7,0.58,12.0,Carbon,0
183.6,21.6,7.7,5.52,0.515,14.7,0.69,10.0,Stainless,0
178.5,24.72,8.37,6.85,0.527,15.2,0.44,3.0,Carbon,0
189.2,25.9,7.95,4.5,0.616,13.3,1.19,16.0,Carbon,0
250.8,27.92,11.0,6.52,0.636,13.0,0.53,3.0,Stainless,0
209.2,26.82,6.33,5.27,0.887,18.9,0.41,5.0,Stainless,0
160.0,23.14,6.02,4.61,0.615,20.5,0.56,16.0,Stainless,0
205.1,24.25,8.65,6.74,0.575,16.6,1.15,8.0,Carbon,0
185.2,23.4,6.14,4.11,0.706,17.8,0.3,8.0,Aluminum,0
199.7,23.68,7.47,6.49,0.633,15.7,0.54,5.0,Stainless,0
207.0,25.9,5.44,4.7,0.986,16.3,0.7,10.0,Aluminum,1
201.7,23.69,9.85,5.94,0.485,18.5,0.61,16.0,Carbon,0
212.9,24.86,10.92,6.34,0.485,14.2,0.58,10.0,Aluminum,1
173.3,21.21,12.12,5.17,0.303,16.5,0.33,10.0,Stainless,0
193.2,22.33,11.16,5.62,0.387,10.2,0.56,5.0,Carbon,0
191.0,24.86,9.36,4.92,0.507,20.0,2.0,8.0,Aluminum,0
217.0,26.82,8.79,7.27,0.662,15.6,0.78,16.0,Carbon,0
181.9,24.25,8.38,4.66,0.526,16.9,1.56,5.0,Carbon,1
208.6,21.99,6.46,6.69,0.71,12.5,0.05,8.0,Stainless,0
167.7,22.31,4.14,6.09,0.904,17.2,1.26,3.0,Carbon,0
167.3,23.34,4.74,4.83,0.824,16.7,0.35,10.0,Carbon,0
162.8,22.38,7.34,4.76,0.496,16.1,0.97,5.0,Stainless,0
217.3,23.7,12.5,7.29,0.412,13.9,0.82,10.0,Carbon,1
210.8,24.44,6.03,6.52,0.854,17.9,0.49,6.0,Stainless,0
124.9,21.39,7.55,4.1,0.354,16.1,0.28,8.0,Aluminum,1
208.0,27.9,7.38,5.6,0.786,16.1,1.44,8.0,Carbon,1
232.7,24.51,4.1,6.45,1.391,12.0,0.72,3.0,Stainless,0
195.4,24.76,7.04,7.07,0.687,16.4,0.14,5.0,Stainless,0
171.2,23.55,7.72,5.3,0.522,11.8,0.49,8.0,Stainless,0
187.1,24.9,6.02,6.15,0.774,14.7,0.69,3.0,Aluminum,0
215.1,24.23,7.47,6.63,0.698,13.5,0.77,5.0,Carbon,0
191.3,25.55,9.42,5.13,0.519,23.7,0.47,3.0,Carbon,0
206.2,23.38,6.76,5.85,0.714,17.8,0.24,10.0,Stainless,0
217.9,25.01,4.46,6.88,1.221,15.1,0.73,6.0,Carbon,0
201.1,25.37,10.96,6.59,0.465,16.8,0.97,3.0,Carbon,0
229.0,27.45,11.54,7.02,0.545,14.4,0.35,5.0,Carbon,0
199.4,25.23,9.56,5.96,0.526,11.4,0.7,16.0,Stainless,1
215.0,24.53,8.6,6.51,0.613,12.2,0.81,10.0,Aluminum,1
197.9,25.87,8.6,6.17,0.595,14.2,1.45,6.0,Carbon,1
206.5,24.09,6.35,6.6,0.783,17.3,0.65,3.0,Carbon,0
206.3,24.56,7.66,6.51,0.661,17.8,1.07,12.0,Carbon,0
160.3,25.59,6.06,5.49,0.677,14.4,0.37,5.0,Carbon,0
209.1,25.0,12.93,6.43,0.404,19.4,0.23,6.0,Aluminum,0
183.6,22.85,6.44,5.65,0.651,19.8,1.31,10.0,Carbon,0
178.8,21.45,7.76,5.54,0.494,13.7,0.57,12.0,Carbon,0
214.5,25.01,9.37,6.88,0.572,17.4,0.33,12.0,Stainless,1
222.6,24.11,7.88,5.46,0.681,13.5,1.09,6.0,Carbon,0
162.0,22.23,6.49,5.62,0.555,17.8,0.68,16.0,Carbon,1
176.8,25.36,8.25,4.22,0.544,18.5,0.2,3.0,Stainless,1
127.2,21.12,6.79,4.35,0.396,15.9,0.31,5.0,Carbon,1
178.4,21.87,7.1,5.38,0.549,14.8,2.35,6.0,Carbon,0
146.9,23.09,3.37,5.94,1.006,12.6,0.95,10.0,Carbon,0
182.0,22.75,6.88,6.13,0.602,17.4,0.37,3.0,Carbon,1
164.1,23.39,5.95,4.11,0.645,15.6,1.28,6.0,Aluminum,1
171.9,22.49,6.93,5.52,0.558,17.3,1.01,10.0,Carbon,0
190.5,24.0,5.65,5.42,0.809,15.4,0.4,16.0,Stainless,0
201.9,25.45,11.12,7.1,0.462,15.3,0.23,10.0,Carbon,0
195.8,22.64,7.45,5.5,0.595,12.3,0.86,5.0,Stainless,0
212.0,23.27,8.69,5.7,0.568,14.5,0.21,8.0,Carbon,0
187.7,23.02,3.73,5.45,1.159,13.4,1.64,12.0,Carbon,1
216.3,23.28,6.75,6.97,0.746,16.5,0.73,12.0,Carbon,0
218.2,22.42,12.13,7.31,0.403,12.9,1.27,5.0,Carbon,0
175.3,23.86,6.84,4.63,0.611,15.8,0.57,8.0,Stainless,0
178.6,23.04,3.88,4.77,1.059,14.2,1.41,8.0,Carbon,0
246.0,25.07,9.32,7.06,0.662,16.7,0.48,8.0,Stainless,0
167.4,18.96,9.76,4.74,0.325,18.9,0.68,8.0,Carbon,1
229.3,23.89,7.18,7.48,0.763,18.2,0.05,16.0,Carbon,0
166.7,24.67,11.25,5.88,0.366,15.2,0.41,10.0,Carbon,1
141.7,20.26,7.43,3.23,0.386,13.1,0.45,5.0,Stainless,0
156.3,21.78,3.65,4.63,0.934,19.4,0.8,16.0,Carbon,0
168.0,22.98,4.86,5.43,0.795,20.8,0.76,16.0,Carbon,1
196.6,22.8,7.27,5.76,0.617,12.5,0.27,10.0,Carbon,0
190.5,24.89,8.41,5.62,0.564,19.6,0.5,16.0,Carbon,0
213.1,23.0,5.08,5.91,0.964,15.8,0.64,3.0,Stainless,1
208.7,23.36,8.81,6.53,0.554,16.3,1.2,16.0,Carbon,0
170.2,23.12,10.45,5.39,0.376,15.4,1.82,3.0,Carbon,0
164.7,21.58,6.89,4.4,0.516,14.7,0.85,10.0,Stainless,0
189.3,22.43,10.52,6.16,0.404,18.9,0.14,16.0,Stainless,0
164.5,24.11,10.28,4.94,0.386,16.4,0.74,10.0,Carbon,0
152.5,23.1,7.38,3.28,0.477,15.0,1.39,3.0,Stainless,0
174.2,22.81,3.74,5.15,1.062,19.3,0.34,5.0,Aluminum,0
209.1,25.26,7.68,7.84,0.688,17.1,0.34,16.0,Stainless,0
220.8,24.45,5.67,6.54,0.953,16.8,0.5,12.0,Carbon,1
168.7,22.9,8.18,5.06,0.472,13.3,0.54,5.0,Carbon,0
203.7,23.67,4.92,5.42,0.979,11.5,1.19,12.0,Carbon,1
135.2,23.3,7.63,3.23,0.413,22.2,0.29,8.0,Aluminum,0
187.8,21.03,11.93,6.27,0.331,18.8,0.27,16.0,Carbon,0
240.5,24.38,10.8,5.35,0.543,19.1,1.08,16.0,Carbon,0
177.1,22.45,8.31,5.36,0.479,14.9,0.45,12.0,Aluminum,0
197.5,23.32,11.7,5.82,0.394,17.8,0.31,12.0,Stainless,0
202.0,24.78,9.87,5.72,0.507,20.7,0.83,12.0,Stainless,1
162.2,22.31,9.25,4.65,0.391,13.9,0.56,16.0,Carbon,0
186.6,23.47,7.6,6.06,0.576,14.8,1.4,5.0,Aluminum,0
162.0,23.78,7.63,5.06,0.505,17.7,0.53,12.0,Stainless,0
232.5,23.94,6.78,6.77,0.821,12.9,0.9,16.0,Carbon,0
247.6,24.85,8.86,7.48,0.695,21.0,0.9,12.0,Carbon,0
240.6,25.62,8.87,7.45,0.695,12.4,1.03,16.0,Stainless,0
123.4,24.87,8.01,4.28,0.384,11.1,0.88,16.0,Carbon,1
207.3,23.25,8.62,6.2,0.559,13.7,1.16,8.0,Carbon,0
216.3,24.38,12.35,6.17,0.427,16.1,0.83,12.0,Stainless,0
224.4,23.01,8.34,6.74,0.619,15.8,0.66,8.0,Stainless,1
202.1,25.88,6.65,5.5,0.786,20.1,0.83,6.0,Carbon,1
152.6,21.93,11.19,5.17,0.299,15.2,0.24,3.0,Stainless,0
197.9,24.52,8.49,5.49,0.571,13.5,0.27,5.0,Carbon,0
164.3,22.58,11.23,5.3,0.33,14.8,0.66,8.0,Stainless,1
186.7,22.09,12.14,5.82,0.34,16.3,0.13,3.0,Carbon,1
176.6,22.81,8.34,4.34,0.483,20.9,2.07,5.0,Stainless,0
192.8,23.08,9.63,4.77,0.462,16.4,0.89,10.0,Aluminum,0
212.9,23.03,6.97,6.56,0.704,11.5,1.0,12.0,Aluminum,1
167.2,22.86,3.0,4.91,1.274,17.4,0.4,8.0,Stainless,0
148.6,21.57,13.11,3.97,0.244,15.8,0.7,6.0,Aluminum,0
208.5,22.71,9.74,6.31,0.486,13.8,0.13,5.0,Carbon,0
256.7,26.99,8.09,7.31,0.856,18.0,0.29,12.0,Stainless,0
158.4,21.45,8.14,3.88,0.418,12.1,1.04,3.0,Carbon,0
205.1,23.48,3.68,6.35,1.31,13.6,0.52,5.0,Carbon,0
205.5,24.19,7.78,6.33,0.639,15.1,0.57,12.0,Carbon,0
186.5,23.33,7.78,5.62,0.559,21.3,1.14,5.0,Aluminum,0
146.4,25.19,5.76,3.43,0.64,18.1,0.68,16.0,Carbon,0
130.1,19.68,7.99,5.1,0.321,19.1,2.41,3.0,Carbon,1
187.2,24.66,8.84,6.53,0.522,15.2,1.23,16.0,Carbon,0
201.7,24.42,7.4,6.95,0.666,10.5,2.17,8.0,Stainless,1
212.0,23.78,9.29,6.48,0.543,15.9,0.16,16.0,Carbon,0
223.7,21.96,9.7,6.06,0.506,14.2,3.13,16.0,Aluminum,1
177.6,22.42,4.17,5.77,0.955,21.8,1.4,6.0,Stainless,0
179.9,26.6,7.84,6.17,0.611,12.8,0.23,3.0,Stainless,1
259.0,26.63,7.43,8.13,0.929,16.7,0.29,10.0,Carbon,0
